store_id,name,address,city,country,postcode,region,email,phone,url_key,image,latitude,longitude,status,updated_at,created_at,station,description,intro,details_image,distance,external_link,opening_hours,special_opening_hours,category,products,,,
1,Lezof Tyres,"Near Belhasa Driving School,",Dubai,AE,,,customercare@tyresvision.com,,,,25.252507,55.344878,1,3/2/2021 11:28,11/3/2020 5:55,,,,,,,0=09:00->18:00|1=09:00->18:00|2=09:00->18:00|3=09:00->18:00|4=09:00->18:00|5=09:00->18:00|6=09:00->18:00,,,,,,
1,Max Garage,"29Th St, Al Quoz 4",Dubai,AE,,,customercare@tyresvision.com,,,,25.303871,55.386757,1,3/2/2021 11:28,11/3/2020 5:55,,,,,,,0=09:00->18:00|1=09:00->18:00|2=09:00->18:00|3=09:00->18:00|4=09:00->18:00|5=09:00->18:00|6=09:00->18:00,,,,,,
1,Mega Fix Tyres,"Al Ghusais Industrial Area 3 , Opposite Khayam Bakery",Dubai,AE,,,customercare@tyresvision.com,,,,25.127132,55.225389,1,3/2/2021 11:28,11/3/2020 5:55,,,,,,,0=09:00->18:00|1=09:00->18:00|2=09:00->18:00|3=09:00->18:00|4=09:00->18:00|5=09:00->18:00|6=09:00->18:00,,,,,,
1,New Bharath PitStop,Baghdad Street,Dubai,AE,,,customercare@tyresvision.com,,,,25.18881,55.379972,1,3/2/2021 11:28,11/3/2020 5:55,,,,,,,0=09:00->18:00|1=09:00->18:00|2=09:00->18:00|3=09:00->18:00|4=09:00->18:00|5=09:00->18:00|6=09:00->18:00,,,,,,
1,Orange Auto,"Opposite Old National Taxi Office,",Dubai,AE,,,customercare@tyresvision.com,,,,25.111761,55.224103,1,3/2/2021 11:28,11/3/2020 5:55,,,,,,,0=09:00->18:00|1=09:00->18:00|2=09:00->18:00|3=09:00->18:00|4=09:00->18:00|5=09:00->18:00|6=09:00->18:00,,,,,,
1,Orange Auto NAD,Round About - 9Th St -,Dubai,AE,,,customercare@tyresvision.com,,,,25.297739,55.3912,1,3/2/2021 11:28,11/3/2020 5:55,,,,,,,0=09:00->18:00|1=09:00->18:00|2=09:00->18:00|3=09:00->18:00|4=09:00->18:00|5=09:00->18:00|6=09:00->18:00,,,,,,
1,Popular Tyres,"41 14B  Street, Al Quoz 4,
Next To Al Ahli Driving School.",Dubai,AE,,,customercare@tyresvision.com,,,,25.277225,55.386123,1,3/2/2021 11:28,11/3/2020 5:55,,,,,,,0=09:00->18:00|1=09:00->18:00|2=09:00->18:00|3=09:00->18:00|4=09:00->18:00|5=09:00->18:00|6=09:00->18:00,,,,,,
1,Premium Tyre,"10Th Street, Al Qouz Industrial 4",Dubai,AE,,,akdxbsales@gmail.com,,,,25.138488,55.238795,1,3/2/2021 11:28,11/3/2020 5:55,,,,,,,0=09:00->18:00|1=09:00->18:00|2=09:00->18:00|3=09:00->18:00|4=09:00->18:00|5=09:00->18:00|6=09:00->18:00,,,,,,
1,Saeedi Pro,"Al Quoz Industrial Area 3, Near Time Square",Dubai,AE,,,customercare@tyresvision.com,,,,25.187689,55.381351,1,3/2/2021 11:28,11/3/2020 5:55,,,,,,,0=09:00->18:00|1=09:00->18:00|2=09:00->18:00|3=09:00->18:00|4=09:00->18:00|5=09:00->18:00|6=09:00->18:00,,,,,,
1,Saeedi Pro,"Al Qusais Industrial Area 2, Near Zulekha Hospital",Dubai,AE,,,customercare@tyresvision.com,,,,25.115979,55.229711,1,3/2/2021 11:28,11/3/2020 5:55,,,,,,,0=09:00->18:00|1=09:00->18:00|2=09:00->18:00|3=09:00->18:00|4=09:00->18:00|5=09:00->18:00|6=09:00->18:00,,,,,,
1,Saeedi Pro,"Al Twar, Damascus Street, Emarat Petrol Station,Qusais",Dubai,AE,,,customercare@tyresvision.com,42286001,,,25.112222,55.223772,1,3/2/2021 11:28,11/3/2020 5:55,,,,,,,0=09:00->18:00|1=09:00->18:00|2=09:00->18:00|3=09:00->18:00|4=09:00->18:00|5=09:00->18:00|6=09:00->18:00,,,,,,
1,Saeedi Pro,"Behind Al Khabayal Discount Center, Deira",Dubai,AE,,,customercare@tyresvision.com,,,,25.131562,55.217423,1,3/2/2021 11:28,11/3/2020 5:55,,,,,,,0=09:00->18:00|1=09:00->18:00|2=09:00->18:00|3=09:00->18:00|4=09:00->18:00|5=09:00->18:00|6=09:00->18:00,,,,,,
1,Saeedi Pro,"Ras Al Khor Industrial Area 1,
Near To Nissan Service Centre",Dubai,AE,,,customercare@tyresvision.com,,,,25.291669,55.387108,1,3/2/2021 11:28,11/3/2020 5:55,,,,,,,0=09:00->18:00|1=09:00->18:00|2=09:00->18:00|3=09:00->18:00|4=09:00->18:00|5=09:00->18:00|6=09:00->18:00,,,,,,
1,Saeedi Pro,"Umm Ramool, Rashidiya",Dubai,AE,,,customercare@tyresvision.com,,,,25.264655,55.374876,1,3/2/2021 11:28,11/3/2020 5:55,,,,,,,0=09:00->18:00|1=09:00->18:00|2=09:00->18:00|3=09:00->18:00|4=09:00->18:00|5=09:00->18:00|6=09:00->18:00,,,,,,
1,Sand Dance Tyres,"17 Street Marakech, Umm Ramool  , Near Easyfix Garage",Dubai,AE,,,customercare@tyresvision.com,,,,25.267224,55.333141,1,3/2/2021 11:28,11/3/2020 5:55,,,,,,,0=09:00->18:00|1=09:00->18:00|2=09:00->18:00|3=09:00->18:00|4=09:00->18:00|5=09:00->18:00|6=09:00->18:00,,,,,,
1,Sand Dance Tyres,"47 22Nd St, Al Qouz 4, Near Yateem Group Office.",Dubai,AE,,,customercare@tyresvision.com,,,,25.181556,55.338583,1,3/2/2021 11:28,11/3/2020 5:55,,,,,,,0=09:00->18:00|1=09:00->18:00|2=09:00->18:00|3=09:00->18:00|4=09:00->18:00|5=09:00->18:00|6=09:00->18:00,,,,,,
1,Sand Dance Tyres,"Adnoc Petrol Station, Near Agmc Showroom,",Sharjah,AE,,,customercare@tyresvision.com,,,,25.229242,55.354918,1,3/2/2021 11:28,11/3/2020 5:55,,,,,,,0=09:00->18:00|1=09:00->18:00|2=09:00->18:00|3=09:00->18:00|4=09:00->18:00|5=09:00->18:00|6=09:00->18:00,,,,,,
1,Sand Dance Tyres,West Opposite Civil Defence - Latifa Bint Hamdan St,Dubai,AE,,,customercare@tyresvision.com,,,,25.22341,55.374263,1,3/2/2021 11:28,11/3/2020 5:55,,,,,,,0=09:00->18:00|1=09:00->18:00|2=09:00->18:00|3=09:00->18:00|4=09:00->18:00|5=09:00->18:00|6=09:00->18:00,,,,,,
1,Star Tyre Services,"Near Amber Garden Furniture, D63 Road",Dubai,AE,,,customercare@tyresvision.com,,,,25.114806,55.233361,1,3/2/2021 11:28,11/3/2020 5:55,,,,,,,0=09:00->18:00|1=09:00->18:00|2=09:00->18:00|3=09:00->18:00|4=09:00->18:00|5=09:00->18:00|6=09:00->18:00,,,,,,
1,SunGate Tyres,Airport Rd,Dubai,AE,,,customercare@tyresvision.com,,,,25.316807,55.426943,1,3/2/2021 11:28,11/3/2020 5:55,,,,,,,0=09:00->18:00|1=09:00->18:00|2=09:00->18:00|3=09:00->18:00|4=09:00->18:00|5=09:00->18:00|6=09:00->18:00,,,,,,
1,SunGate Tyres,"Umm Suqeim St , Close To Zaman Collection, After  Ambar Garden Furniture",Dubai,AE,,,customercare@tyresvision.com,,,,25.156618,55.234611,1,3/2/2021 11:28,11/3/2020 5:55,,,,,,,0=09:00->18:00|1=09:00->18:00|2=09:00->18:00|3=09:00->18:00|4=09:00->18:00|5=09:00->18:00|6=09:00->18:00,,,,,,
1,Technical Resources,Next - Umm Suqeim St - Al Quoz Industrial Area 4,Dubai,AE,,,customercare@tyresvision.com,,,,25.114633,55.215692,1,3/2/2021 11:28,11/3/2020 5:55,,,,,,,0=09:00->18:00|1=09:00->18:00|2=09:00->18:00|3=09:00->18:00|4=09:00->18:00|5=09:00->18:00|6=09:00->18:00,,,,,,
1,TyrePlus,"Al Barsha  Mall, Basement 2 ,23Rd St. Al Barsha 2",Dubai,AE,,,customercare@tyresvision.com,,,,25.2311493,55.3554711,1,3/2/2021 11:28,11/3/2020 5:55,,,,,,,0=09:00->18:00|1=09:00->18:00|2=09:00->18:00|3=09:00->18:00|4=09:00->18:00|5=09:00->18:00|6=09:00->18:00,,,,,,
1,TyrePlus-Safeer,"Al Manama St, After Emirates Auction Towards Abu Kadra Roundabout,Ras Al Khor",Dubai,AE,,,customercare@tyresvision.com,,,,25.11409,55.216065,1,3/2/2021 11:28,11/3/2020 5:55,,,,,,,0=09:00->18:00|1=09:00->18:00|2=09:00->18:00|3=09:00->18:00|4=09:00->18:00|5=09:00->18:00|6=09:00->18:00,,,,,,
1,TyrePlus-Safeer,"Behind Times Square Mall, Al Quoz",Dubai,AE,,,customercare@tyresvision.com,,,,25.106989,55.22669,1,3/2/2021 11:28,11/3/2020 5:55,,,,,,,0=09:00->18:00|1=09:00->18:00|2=09:00->18:00|3=09:00->18:00|4=09:00->18:00|5=09:00->18:00|6=09:00->18:00,,,,,,
1,Tyres Station,20.28C Street - Umm Ramool - Rashidiyah,Dubai,AE,,,customercare@tyresvision.com,,,,25.098777,55.204542,1,3/2/2021 11:28,11/3/2020 5:55,,,,,,,0=09:00->18:00|1=09:00->18:00|2=09:00->18:00|3=09:00->18:00|4=09:00->18:00|5=09:00->18:00|6=09:00->18:00,,,,,,
1,Yokohama TSC,"Eppco Petrol Station Before Airport Tunnel ,Near Dxb Civil Defence",Dubai,AE,,,customercare@tyresvision.com,,,,25.170007,55.342772,1,3/2/2021 11:28,11/3/2020 5:55,,,,,,,0=09:00->18:00|1=09:00->18:00|2=09:00->18:00|3=09:00->18:00|4=09:00->18:00|5=09:00->18:00|6=09:00->18:00,,,,,,
1,Yokohama TSC,"Ind # 6 , Opposite To Toyota Showroom , Maleeha Road",Dubai,AE,,,customercare@tyresvision.com,,,,25.138549,55.220808,1,3/2/2021 11:28,11/3/2020 5:55,,,,,,,0=09:00->18:00|1=09:00->18:00|2=09:00->18:00|3=09:00->18:00|4=09:00->18:00|5=09:00->18:00|6=09:00->18:00,,,,,,
1,Yokohama TSC,"Juma Al Majid Est Building,25Th Street, Near Abu Bakersidik Metro Station",Dubai,AE,,,customercare@tyresvision.com,,,,25.230052,55.372639,1,3/2/2021 11:28,11/3/2020 5:55,,,,,,,0=09:00->18:00|1=09:00->18:00|2=09:00->18:00|3=09:00->18:00|4=09:00->18:00|5=09:00->18:00|6=09:00->18:00,,,,,,
1,Zdegree,"Behind Emirates Glass, Near Umm Suqeim St",Dubai,AE,,,customercare@tyresvision.com,,,,25.223832,55.377737,1,3/2/2021 11:28,11/3/2020 5:55,,,,,,,0=09:00->18:00|1=09:00->18:00|2=09:00->18:00|3=09:00->18:00|4=09:00->18:00|5=09:00->18:00|6=09:00->18:00,,,,,,
1,Zdegree Citywalk,"Enoc Petrol Station 1019, Opposite City Walk, Al Safa Road, ",Dubai,AE,,,customercare@tyresvision.com,,,,25.317037,55.426402,1,3/2/2021 11:28,11/3/2020 5:55,,,,,,,0=09:00->18:00|1=09:00->18:00|2=09:00->18:00|3=09:00->18:00|4=09:00->18:00|5=09:00->18:00|6=09:00->18:00,,,,,,
1,Sand Dance Tyres,47 22nd St - Al Qouz Ind. Area 4,Dubai,AE,,,fuad@sdtyres.com,,,,25.2706851,55.337382,1,3/2/2021 11:28,11/3/2020 5:55,,,,,,,0=09:00->18:00|1=09:00->18:00|2=09:00->18:00|3=09:00->18:00|4=09:00->18:00|5=09:00->18:00|6=09:00->18:00,,,,,,
1,Sand Dance Tyres,"Al Qouz Ind. Area 3, Dubai",Dubai,AE,,,ahmed@sdtyres.com,,,,25.116248,55.223562,1,3/2/2021 11:28,11/3/2020 5:55,,,,,,,0=09:00->18:00|1=09:00->18:00|2=09:00->18:00|3=09:00->18:00|4=09:00->18:00|5=09:00->18:00|6=09:00->18:00,,,,,,
1,Sand Dance Tyres,"Warehouse 1, 17th Street, Umm Ramool, Behind Rta, Near Dubai Airport",Dubai,AE,,,ramool@sdtyres.com,,,,25.210991,55.259631,1,3/2/2021 11:28,11/3/2020 5:55,,,,,,,0=09:00->18:00|1=09:00->18:00|2=09:00->18:00|3=09:00->18:00|4=09:00->18:00|5=09:00->18:00|6=09:00->18:00,,,,,,
1,Sand Dance Tyres,3rd Ind. St - Industrial Area 6,Sharjah,AE,,,customercare@tyresvision.com,+971 50 6751624,,,25.1150758,55.2326094,1,3/2/2021 11:28,11/3/2020 5:55,,,,,,,0=09:00->18:00|1=09:00->18:00|2=09:00->18:00|3=09:00->18:00|4=09:00->18:00|5=09:00->18:00|6=09:00->18:00,,,,,,
1,Sand Dance Tyres,"Sheikh Zayed St - Ajman Sheik Maktoum Bin Rashid Street,",Ajman,AE,,,ajman@sdtyres.com,04 344 9001,,,25.1566227,55.2324223,1,3/2/2021 11:28,11/3/2020 5:55,,,,,,,0=09:00->18:00|1=09:00->18:00|2=09:00->18:00|3=09:00->18:00|4=09:00->18:00|5=09:00->18:00|6=09:00->18:00,,,,,,
1,Sand Dance Tyres,Rak Mall Branch In outside parking of Rak Mall,RAS AL Khaima,AE,,,rakmall@sdtyres.com,+971 54 4560454,,,25.2231528,55.3722734,1,3/2/2021 11:28,11/3/2020 5:55,,,,,,,0=09:00->18:00|1=09:00->18:00|2=09:00->18:00|3=09:00->18:00|4=09:00->18:00|5=09:00->18:00|6=09:00->18:00,,,,,,
1,Online Tyres,"NEW Sanaiya, Opposie Al Haraj Car",Al Ain,AE,,,uaeonlinetyre@gmail.com,+971 56 5244412,,,25.316807,55.3569052,1,3/2/2021 11:28,11/3/2020 5:55,,,,,,,0=09:00->18:00|1=09:00->18:00|2=09:00->18:00|3=09:00->18:00|4=09:00->18:00|5=09:00->18:00|6=09:00->18:00,,,,,,
1,Barceloni Tyres & Wheel TR,Rabdan ( Umm al nar) next to Abu Dhabi Motors,Abu Dhabi,AE,,,info@barcelonityre.ae,+971 50 211 9500,,,25.3106586,55.3663917,1,3/2/2021 11:28,11/3/2020 5:55,,,,,,,0=09:00->18:00|1=09:00->18:00|2=09:00->18:00|3=09:00->18:00|4=09:00->18:00|5=09:00->18:00|6=09:00->18:00,,,,,,
1,Safeer Tyres,"Al Jarf , opposite of China mall , Sheikh Ammar Bin Humaid Street - Ajman, Jurf, ",Ajman,AE,,,info@safeertyres.com,07 2211152,,,25.7719496,55.9572905,1,3/2/2021 11:28,11/3/2020 5:55,,,,,,,0=09:00->18:00|1=09:00->18:00|2=09:00->18:00|3=09:00->18:00|4=09:00->18:00|5=09:00->18:00|6=09:00->18:00,,,,,,
1,Ajmal Mukhtar Garage,,Dubai,AE,,,customercare@tyresvision.com,03 780 3231,,,24.1759262,55.7692375,1,3/2/2021 11:28,11/3/2020 5:55,,,,,,,0=09:00->18:00|1=09:00->18:00|2=09:00->18:00|3=09:00->18:00|4=09:00->18:00|5=09:00->18:00|6=09:00->18:00,,,,,,
1,Al Fatah Tyres,"100 Meter Before Mercedes show room, Same Service Road - 17th Street, Mussafah",Abu Dhabi,AE,,,customercare@tyresvision.com,+971 56 421 7171,,,24.4156766,54.4979084,1,3/2/2021 11:28,11/3/2020 5:55,,,,,,,0=09:00->18:00|1=09:00->18:00|2=09:00->18:00|3=09:00->18:00|4=09:00->18:00|5=09:00->18:00|6=09:00->18:00,,,,,,
1,Al Masaood,"Madinat Zayed, Madinat Zayed",Abu Dhabi,AE,,,customercare@tyresvision.com,97167484848,,,25.430802,55.521931,1,3/2/2021 11:28,11/3/2020 5:55,,,,,,,0=09:00->18:00|1=09:00->18:00|2=09:00->18:00|3=09:00->18:00|4=09:00->18:00|5=09:00->18:00|6=09:00->18:00,,,,,,
1,Al Masaood,"Mussafah Branch , Mussafah",Abu Dhabi,AE,,,customercare@tyresvision.com,,,,25.1789088,55.3558706,1,3/2/2021 11:28,11/3/2020 5:55,,,,,,,0=09:00->18:00|1=09:00->18:00|2=09:00->18:00|3=09:00->18:00|4=09:00->18:00|5=09:00->18:00|6=09:00->18:00,,,,,,
1,Al Masaood,"Mussafah Complex , Mussafah",Abu Dhabi,AE,,,customercare@tyresvision.com,,,,24.36531,54.516751,1,3/2/2021 11:28,11/3/2020 5:55,,,,,,,0=09:00->18:00|1=09:00->18:00|2=09:00->18:00|3=09:00->18:00|4=09:00->18:00|5=09:00->18:00|6=09:00->18:00,,,,,,
1,Arabian Pro Tyres,"Opposite City Center, Al Safia",Dubai,AE,,,customercare@tyresvision.com,,,,24.4838131,54.3664858,1,3/2/2021 11:28,11/3/2020 5:55,,,,,,,0=09:00->18:00|1=09:00->18:00|2=09:00->18:00|3=09:00->18:00|4=09:00->18:00|5=09:00->18:00|6=09:00->18:00,,,,,,
1,Auto Body Center,"Shk Mohd.Bin Zayed Road, Tasjeel",Sharjah,AE,,,customercare@tyresvision.com,,,,24.372412,54.499887,1,3/2/2021 11:28,11/3/2020 5:55,,,,,,,0=09:00->18:00|1=09:00->18:00|2=09:00->18:00|3=09:00->18:00|4=09:00->18:00|5=09:00->18:00|6=09:00->18:00,,,,,,
1,Dubai Electronic Wheel,"M-4, Mussafah - Abu Dhabi, Mussafah",Abu Dhabi,AE,,,customercare@tyresvision.com,,,,24.360865,54.499076,1,3/2/2021 11:28,11/3/2020 5:55,,,,,,,0=09:00->18:00|1=09:00->18:00|2=09:00->18:00|3=09:00->18:00|4=09:00->18:00|5=09:00->18:00|6=09:00->18:00,,,,,,
1,Fast Fit - Emirates,"Located in ADNOC Service Station, Al Ghubaibha Road, Next to Babyshop",Dubai,AE,,,customercare@tyresvision.com,,,,25.404214,55.478362,1,3/2/2021 11:28,11/3/2020 5:55,,,,,,,0=09:00->18:00|1=09:00->18:00|2=09:00->18:00|3=09:00->18:00|4=09:00->18:00|5=09:00->18:00|6=09:00->18:00,,,,,,
1,Fast Fit - Nakheel,"Lcoated in After Al Qassimi Hospital, ADNOC Service Station",Dubai,AE,,,customercare@tyresvision.com,,,,25.3413792,55.4722216,1,3/2/2021 11:28,11/3/2020 5:55,,,,,,,0=09:00->18:00|1=09:00->18:00|2=09:00->18:00|3=09:00->18:00|4=09:00->18:00|5=09:00->18:00|6=09:00->18:00,,,,,,
1,FirstStop,"Khalifa city, Khalifa City-A",Abu Dhabi,AE,,,customercare@tyresvision.com,,,,24.365727,54.518337,1,3/2/2021 11:28,11/3/2020 5:55,,,,,,,0=09:00->18:00|1=09:00->18:00|2=09:00->18:00|3=09:00->18:00|4=09:00->18:00|5=09:00->18:00|6=09:00->18:00,,,,,,
1,FirstStop,"Mushrif Rabdan ADNOC Autoserve, ADNOC Fuel Station, near Al Nahda National School, Al Mushrif",Abu Dhabi,AE,,,customercare@tyresvision.com,,,,25.340133,55.410128,1,3/2/2021 11:28,11/3/2020 5:55,,,,,,,0=09:00->18:00|1=09:00->18:00|2=09:00->18:00|3=09:00->18:00|4=09:00->18:00|5=09:00->18:00|6=09:00->18:00,,,,,,
1,Goodyear Auto Care,"8th St , Musaffah Ind Area -13, Mussafah",Abu Dhabi,AE,,,customercare@tyresvision.com,,,,25.344931,55.433062,1,3/2/2021 11:28,11/3/2020 5:55,,,,,,,0=09:00->18:00|1=09:00->18:00|2=09:00->18:00|3=09:00->18:00|4=09:00->18:00|5=09:00->18:00|6=09:00->18:00,,,,,,
1,Liberty Tyre Center,"Mushrif Br, Al Khaleej Ar Arabi Road, Al Mushrif",Dubai,AE,,,customercare@tyresvision.com,,,,24.405935,54.603388,1,3/2/2021 11:28,11/3/2020 5:55,,,,,,,0=09:00->18:00|1=09:00->18:00|2=09:00->18:00|3=09:00->18:00|4=09:00->18:00|5=09:00->18:00|6=09:00->18:00,,,,,,
1,RT Tyres - AUH,"Parking no 5, Basement parking , Khalidiya Mall , Khalidiya Mall",Abu Dhabi,AE,,,customercare@tyresvision.com,,,,24.43693,54.401722,1,3/2/2021 11:28,11/3/2020 5:55,,,,,,,0=09:00->18:00|1=09:00->18:00|2=09:00->18:00|3=09:00->18:00|4=09:00->18:00|5=09:00->18:00|6=09:00->18:00,,,,,,
1,Saeedi Pro,"Mussafah Industrial Area, Mussafah",Abu Dhabi,AE,,,customercare@tyresvision.com,,,,24.374449,54.502043,1,3/2/2021 11:28,11/3/2020 5:55,,,,,,,0=09:00->18:00|1=09:00->18:00|2=09:00->18:00|3=09:00->18:00|4=09:00->18:00|5=09:00->18:00|6=09:00->18:00,,,,,,
1,SunGate Tyres,"Sheikh Maktoum Bin Rashid Road, Baniyas (East)",Abu Dhabi,AE,,,customercare@tyresvision.com,,,,24.4293936,54.3945538,1,3/2/2021 11:28,11/3/2020 5:55,,,,,,,0=09:00->18:00|1=09:00->18:00|2=09:00->18:00|3=09:00->18:00|4=09:00->18:00|5=09:00->18:00|6=09:00->18:00,,,,,,
1,SuperCarz,"M-17, Mussafah Industrial Area , Mussafah",Abu Dhabi,AE,,,customercare@tyresvision.com,,,,24.470928,54.35118,1,3/2/2021 11:28,11/3/2020 5:55,,,,,,,0=09:00->18:00|1=09:00->18:00|2=09:00->18:00|3=09:00->18:00|4=09:00->18:00|5=09:00->18:00|6=09:00->18:00,,,,,,
1,Tas Tyres,ADNOC station #799,Sharjah,AE,,,customercare@tyresvision.com,,,,24.3446451,54.4977014,1,3/2/2021 11:28,11/3/2020 5:55,,,,,,,0=09:00->18:00|1=09:00->18:00|2=09:00->18:00|3=09:00->18:00|4=09:00->18:00|5=09:00->18:00|6=09:00->18:00,,,,,,
1,Tyre Rack Tyres,"Near Emirates transport, M -5, Musaffah, Mussafah",Abu Dhabi,AE,,,customercare@tyresvision.com,,,,24.319901,54.6139,1,3/2/2021 11:28,11/3/2020 5:55,,,,,,,0=09:00->18:00|1=09:00->18:00|2=09:00->18:00|3=09:00->18:00|4=09:00->18:00|5=09:00->18:00|6=09:00->18:00,,,,,,
1,Yokohama TSC,"Mussafah Ind 14 , 13th Street Abu Dhabi, Mussafah Industrial Area",Abu Dhabi,AE,,,customercare@tyresvision.com,,,,24.364067,54.4914571,1,3/2/2021 11:28,11/3/2020 5:55,,,,,,,0=09:00->18:00|1=09:00->18:00|2=09:00->18:00|3=09:00->18:00|4=09:00->18:00|5=09:00->18:00|6=09:00->18:00,,,,,,
1,Zeal Auto Tyres,"Al Jurf Cemetery Round About Opposite AIMS Recycling Plant Near China Mall , Jurf,",Ajman,AE,,,customercare@tyresvision.com,,,,25.34094,55.417933,1,3/2/2021 11:28,11/3/2020 5:55,,,,,,,0=09:00->18:00|1=09:00->18:00|2=09:00->18:00|3=09:00->18:00|4=09:00->18:00|5=09:00->18:00|6=09:00->18:00,,,,,,
1,Ajmal Mukhtar Garage,"Industrial Area 2, 7 Street 52, Ras Al Khor",Dubai,AE,,,customercare@tyresvision.com,,,,24.368267,54.512488,1,3/2/2021 11:28,11/3/2020 5:55,,,,,,,0=09:00->18:00|1=09:00->18:00|2=09:00->18:00|3=09:00->18:00|4=09:00->18:00|5=09:00->18:00|6=09:00->18:00,,,,,,
