SKU,"ERP Product Ref","Created Date",Status,Message
YT-ZEE1200045687-2019,N/A,"2021/02/11 09:20: AM",Failed,"The length of the string is 21, but it must be less than or equal to 20 characters. Value: YT-ZEE1200045687-2019"
YT-ZEE1200045694-2019,N/A,"2021/02/11 09:20: AM",Failed,"The length of the string is 21, but it must be less than or equal to 20 characters. Value: YT-ZEE1200045694-2019"
YT-YOK-1335LT315/70R17-G015TL,N/A,"2021/02/11 09:21: AM",Failed,"The length of the string is 29, but it must be less than or equal to 20 characters. Value: YT-YOK-1335LT315/70R17-G015TL"
YT-YOK-1335315/30ZR22-V105ETL,N/A,"2021/02/11 09:21: AM",Failed,"The length of the string is 29, but it must be less than or equal to 20 characters. Value: YT-YOK-1335315/30ZR22-V105ETL"
YT-YOK-1335295/30ZR19-V105STL,N/A,"2021/02/11 09:21: AM",Failed,"The length of the string is 29, but it must be less than or equal to 20 characters. Value: YT-YOK-1335295/30ZR19-V105STL"
YT-YOK-1335LT285/70R17-G015TL,N/A,"2021/02/11 09:21: AM",Failed,"The length of the string is 29, but it must be less than or equal to 20 characters. Value: YT-YOK-1335LT285/70R17-G015TL"
YT-YOK-1335285/65R17-G015TL,N/A,"2021/02/11 09:21: AM",Failed,"The length of the string is 27, but it must be less than or equal to 20 characters. Value: YT-YOK-1335285/65R17-G015TL"
YT-YOK-1335285/65R17-G056TL,N/A,"2021/02/11 09:21: AM",Failed,"The length of the string is 27, but it must be less than or equal to 20 characters. Value: YT-YOK-1335285/65R17-G056TL"
YT-YOK-1335285/65R17-G94BTL,N/A,"2021/02/11 09:21: AM",Failed,"The length of the string is 27, but it must be less than or equal to 20 characters. Value: YT-YOK-1335285/65R17-G94BTL"
YT-YOK-1335285/60R18-G056TL,N/A,"2021/02/11 09:21: AM",Failed,"The length of the string is 27, but it must be less than or equal to 20 characters. Value: YT-YOK-1335285/60R18-G056TL"
YT-YOK-1335285/35ZR22-V105TL,N/A,"2021/02/11 09:21: AM",Failed,"The length of the string is 28, but it must be less than or equal to 20 characters. Value: YT-YOK-1335285/35ZR22-V105TL"
YT-YOK-1335275/70R16-G056TL,N/A,"2021/02/11 09:21: AM",Failed,"The length of the string is 27, but it must be less than or equal to 20 characters. Value: YT-YOK-1335275/70R16-G056TL"
YT-YOK-1335275/70R16-G015TL-2019,N/A,"2021/02/11 09:21: AM",Failed,"The length of the string is 32, but it must be less than or equal to 20 characters. Value: YT-YOK-1335275/70R16-G015TL-2019"
YT-YOK-1335275/65R17-G056TL,N/A,"2021/02/11 09:21: AM",Failed,"The length of the string is 27, but it must be less than or equal to 20 characters. Value: YT-YOK-1335275/65R17-G056TL"
